Acc. Nr.	specimen ID	Dep. Acc. Nr.	BOLD Process ID	COI-5P Accession	Institut
ZFMK-ICH-58065	511796	SCEx02A9	GERFW420-13	KM287142	ZFMK
ZFMK-ICH-58069	511800	SCEx02B1	GERFW421-13	KM286432	ZFMK
ZFMK-ICH-58078	511809	SCEx02B10	GERFW422-13	KM286629	ZFMK
ZFMK-ICH-58070	511801	SCEx02B2	GERFW423-13	KM287101	ZFMK
ZFMK-ICH-58071	511802	SCEx02B3	GERFW424-13	KM286753	ZFMK
ZFMK-ICH-58073	511804	SCEx02B5	GERFW425-13	KM286752	ZFMK
ZFMK-ICH-58074	511805	SCEx02B6	GERFW426-13	KM287084	ZFMK
ZFMK-ICH-58075	511806	SCEx02B7	GERFW427-13	KM286751	ZFMK
ZFMK-ICH-58081	511812	SCEx02C1	GERFW428-13	KM286456	ZFMK
ZFMK-ICH-58090	511821	SCEx02C10	GERFW429-13	KM286473	ZFMK
ZFMK-ICH-58091	511822	SCEx02C11	GERFW430-13	KM286467	ZFMK
ZFMK-ICH-58082	511813	SCEx02C2	GERFW431-13	KM286887	ZFMK
ZFMK-ICH-58083	511814	SCEx02C3	GERFW432-13	KM286888	ZFMK
ZFMK-ICH-58084	511815	SCEx02C4	GERFW433-13	KM287062	ZFMK
ZFMK-ICH-58085	511816	SCEx02C5	GERFW434-13	KM287141	ZFMK
ZFMK-ICH-58087	511818	SCEx02C7	GERFW436-13	KM287061	ZFMK
ZFMK-ICH-58088	511819	SCEx02C8	GERFW437-13	KM287060	ZFMK
ZFMK-ICH-58089	511820	SCEx02C9	GERFW438-13	KM287140	ZFMK
ZFMK-ICH-58093	511824	SCEx02D1	GERFW439-13	KM287118	ZFMK
ZFMK-ICH-58104	511835	SCEx02D12	GERFW440-13	KM286437	ZFMK
ZFMK-ICH-58094	511825	SCEx02D2	GERFW441-13	KM287117	ZFMK
ZFMK-ICH-58097	511828	SCEx02D5	GERFW442-13	KM287116	ZFMK
ZFMK-ICH-58099	511830	SCEx02D7	GERFW443-13	KM286451	ZFMK
ZFMK-ICH-58100	511831	SCEx02D8	GERFW444-13	KM286509	ZFMK
ZFMK-ICH-58101	511832	SCEx02D9	GERFW445-13	KM287138	ZFMK
ZFMK-ICH-58114	511845	SCEx02E10	GERFW446-13	KM286646	ZFMK
ZFMK-ICH-58115	511846	SCEx02E11	GERFW447-13	KM287165	ZFMK
ZFMK-ICH-58116	511847	SCEx02E12	GERFW448-13	KM287158	ZFMK
ZFMK-ICH-58106	511837	SCEx02E2	GERFW449-13	KM286436	ZFMK
ZFMK-ICH-58108	511839	SCEx02E4	GERFW450-13	KM286441	ZFMK
ZFMK-ICH-58109	511840	SCEx02E5	GERFW451-13	KM286440	ZFMK
ZFMK-ICH-58110	511841	SCEx02E6	GERFW452-13	KM286439	ZFMK
ZFMK-ICH-58111	511842	SCEx02E7	GERFW453-13	KM286438	ZFMK
ZFMK-ICH-58112	511843	SCEx02E8	GERFW454-13	KM286645	ZFMK
ZFMK-ICH-58113	511844	SCEx02E9	GERFW455-13	KM286644	ZFMK
ZFMK-ICH-58127	511858	SCEx02F11	GERFW456-13	KM287155	ZFMK
ZFMK-ICH-58278	511859	SCEx02F12	GERFW457-13	KM286707	ZFMK
ZFMK-ICH-58120	511851	SCEx02F4	GERFW458-13	KM286794	ZFMK
ZFMK-ICH-58122	511853	SCEx02F6	GERFW459-13	KM286683	ZFMK
ZFMK-ICH-58124	511855	SCEx02F8	GERFW460-13	KM287126	ZFMK
ZFMK-ICH-58125	511856	SCEx02F9	GERFW461-13	KM287127	ZFMK
ZFMK-ICH-58327	511860	SCEx02G1	GERFW462-13	KM286889	ZFMK
ZFMK-ICH-58332	511862	SCEx02G3	GERFW463-13	KM286890	ZFMK
ZFMK-ICH-58333	511863	SCEx02G4	GERFW464-13	KM286649	ZFMK
ZFMK-ICH-58405	511865	SCEx02G6	GERFW465-13	KM287049	ZFMK
ZFMK-ICH-51480	511866	SCEx02G7	GERFW466-13	KM286635	ZFMK
ZFMK-ICH-51481	511867	SCEx02G8	GERFW467-13	KM286634	ZFMK
ZFMK-ICH-51482	511868	SCEx02G9	GERFW468-13	KM286633	ZFMK
ZFMK-ICH-58252	511883	SCEx04A1	GERFW469-13	KM286784	ZFMK
ZFMK-ICH-58335	511892	SCEx04A10	GERFW470-13	KM286619	ZFMK
ZFMK-ICH-58338	511893	SCEx04A11	GERFW471-13	KM286891	ZFMK
ZFMK-ICH-58339	511894	SCEx04A12	GERFW472-13	KM286892	ZFMK
ZFMK-ICH-58267	511884	SCEx04A2	GERFW473-13	KM286782	ZFMK
ZFMK-ICH-58284	511886	SCEx04A4	GERFW474-13	KM287156	ZFMK
ZFMK-ICH-58292	511887	SCEx04A5	GERFW475-13	KM287154	ZFMK
ZFMK-ICH-58329	511888	SCEx04A6	GERFW476-13	KM286708	ZFMK
ZFMK-ICH-58330	511889	SCEx04A7	GERFW477-13	KM287088	ZFMK
ZFMK-ICH-58331	511890	SCEx04A8	GERFW478-13	KM286457	ZFMK
ZFMK-ICH-58334	511891	SCEx04A9	GERFW479-13	KM286477	ZFMK
ZFMK-ICH-58340	511895	SCEx04B1	GERFW480-13	KM286476	ZFMK
ZFMK-ICH-58362	511904	SCEx04B10	GERFW481-13	KM286893	ZFMK
ZFMK-ICH-58363	511905	SCEx04B11	GERFW482-13	KM286474	ZFMK
ZFMK-ICH-58343	511896	SCEx04B2	GERFW483-13	KM286894	ZFMK
ZFMK-ICH-58344	511897	SCEx04B3	GERFW484-13	KM286472	ZFMK
ZFMK-ICH-58349	511898	SCEx04B4	GERFW485-13	KM286471	ZFMK
ZFMK-ICH-58352	511899	SCEx04B5	GERFW486-13	KM286480	ZFMK
ZFMK-ICH-58354	511900	SCEx04B6	GERFW487-13	KM287108	ZFMK
ZFMK-ICH-58355	511901	SCEx04B7	GERFW488-13	KM286484	ZFMK
ZFMK-ICH-58358	511902	SCEx04B8	GERFW489-13	KM286630	ZFMK
ZFMK-ICH-58360	511903	SCEx04B9	GERFW490-13	KM287111	ZFMK
ZFMK-ICH-58365	511907	SCEx04C1	GERFW491-13	KM286483	ZFMK
ZFMK-ICH-58377	511916	SCEx04C10	GERFW492-13	KM286706	ZFMK
ZFMK-ICH-58378	511917	SCEx04C11	GERFW493-13	KM286705	ZFMK
ZFMK-ICH-58379	511918	SCEx04C12	GERFW494-13	KM286704	ZFMK
ZFMK-ICH-58366	511908	SCEx04C2	GERFW495-13	KM287093	ZFMK
ZFMK-ICH-58369	511909	SCEx04C3	GERFW496-13	KM287114	ZFMK
ZFMK-ICH-58372	511910	SCEx04C4	GERFW497-13	KM286703	ZFMK
ZFMK-ICH-58373	511912	SCEx04C6	GERFW498-13	KM286702	ZFMK
ZFMK-ICH-58374	511913	SCEx04C7	GERFW499-13	KM286701	ZFMK
ZFMK-ICH-58375	511914	SCEx04C8	GERFW500-13	KM286694	ZFMK
ZFMK-ICH-58376	511915	SCEx04C9	GERFW501-13	KM286699	ZFMK
ZFMK-ICH-58382	511919	SCEx04D1	GERFW502-13	KM287099	ZFMK
ZFMK-ICH-58394	511928	SCEx04D10	GERFW503-13	KM287152	ZFMK
ZFMK-ICH-58395	511929	SCEx04D11	GERFW504-13	KM286793	ZFMK
ZFMK-ICH-58401	511930	SCEx04D12	GERFW505-13	KM287160	ZFMK
ZFMK-ICH-58385	511921	SCEx04D3	GERFW506-13	KM286698	ZFMK
ZFMK-ICH-58384	511922	SCEx04D4	GERFW507-13	KM286626	ZFMK
ZFMK-ICH-58386	511923	SCEx04D5	GERFW508-13	KM286628	ZFMK
ZFMK-ICH-58387	511924	SCEx04D6	GERFW509-13	KM287167	ZFMK
ZFMK-ICH-58392	511926	SCEx04D8	GERFW510-13	KM287161	ZFMK
ZFMK-ICH-58393	511927	SCEx04D9	GERFW511-13	KM287151	ZFMK
ZFMK-ICH-58402	511931	SCEx04E1	GERFW512-13	KM286730	ZFMK
ZFMK-ICH-58433	511940	SCEx04E10	GERFW513-13	KM286895	ZFMK
ZFMK-ICH-58436	511941	SCEx04E11	GERFW514-13	KM286896	ZFMK
ZFMK-ICH-58438	511942	SCEx04E12	GERFW515-13	KM286465	ZFMK
ZFMK-ICH-58406	511932	SCEx04E2	GERFW516-13	KM286492	ZFMK
ZFMK-ICH-58407	511934	SCEx04E4	GERFW517-13	KM287065	ZFMK
ZFMK-ICH-58408	511935	SCEx04E5	GERFW518-13	KM287071	ZFMK
ZFMK-ICH-58409	511936	SCEx04E6	GERFW519-13	KM287091	ZFMK
ZFMK-ICH-58410	511937	SCEx04E7	GERFW520-13	KM287092	ZFMK
ZFMK-ICH-58419	511938	SCEx04E8	GERFW521-13	KM286897	ZFMK
ZFMK-ICH-58429	511939	SCEx04E9	GERFW522-13	KM287120	ZFMK
ZFMK-ICH-58439	511943	SCEx04F1	GERFW523-13	KM286625	ZFMK
ZFMK-ICH-58455	511952	SCEx04F10	GERFW524-13	KM286624	ZFMK
ZFMK-ICH-58456	511953	SCEx04F11	GERFW525-13	KM286486	ZFMK
ZFMK-ICH-58459	511954	SCEx04F12	GERFW526-13	KM286620	ZFMK
ZFMK-ICH-58441	511944	SCEx04F2	GERFW527-13	KM286632	ZFMK
ZFMK-ICH-58445	511947	SCEx04F5	GERFW528-13	KM286627	ZFMK
ZFMK-ICH-58447	511948	SCEx04F6	GERFW529-13	KM286898	ZFMK
ZFMK-ICH-58448	511949	SCEx04F7	GERFW530-13	KM286631	ZFMK
ZFMK-ICH-58453	511951	SCEx04F9	GERFW531-13	KM286463	ZFMK
ZFMK-ICH-58460	511955	SCEx04G1	GERFW532-13	KM286464	ZFMK
ZFMK-ICH-58136	511964	SCEx04G10	GERFW533-13	KM286493	ZFMK
ZFMK-ICH-58137	511965	SCEx04G11	GERFW534-13	KM286779	ZFMK
ZFMK-ICH-58138	511966	SCEx04G12	GERFW535-13	KM287166	ZFMK
ZFMK-ICH-58128	511956	SCEx04G2	GERFW536-13	KM286790	ZFMK
ZFMK-ICH-58129	511957	SCEx04G3	GERFW537-13	KM286658	ZFMK
ZFMK-ICH-58130	511958	SCEx04G4	GERFW538-13	KM286657	ZFMK
ZFMK-ICH-58131	511959	SCEx04G5	GERFW539-13	KM286675	ZFMK
ZFMK-ICH-58132	511960	SCEx04G6	GERFW540-13	KM286656	ZFMK
ZFMK-ICH-58133	511961	SCEx04G7	GERFW541-13	KM286655	ZFMK
ZFMK-ICH-58134	511962	SCEx04G8	GERFW542-13	KM287159	ZFMK
ZFMK-ICH-58135	511963	SCEx04G9	GERFW543-13	KM286515	ZFMK
ZFMK-ICH-58139	511967	SCEx04H1	GERFW544-13	KM287095	ZFMK
ZFMK-ICH-58486	511976	SCEx04H10	GERFW545-13	KM287038	ZFMK
ZFMK-ICH-58484	511977	SCEx04H11	GERFW546-13	KM286696	ZFMK
ZFMK-ICH-58466	511968	SCEx04H2	GERFW547-13	KM287087	ZFMK
ZFMK-ICH-58476	511969	SCEx04H3	GERFW548-13	KM286673	ZFMK
ZFMK-ICH-58477	511970	SCEx04H4	GERFW549-13	KM286674	ZFMK
ZFMK-ICH-58478	511971	SCEx04H5	GERFW550-13	KM286653	ZFMK
ZFMK-ICH-58480	511972	SCEx04H6	GERFW551-13	KM287162	ZFMK
ZFMK-ICH-58481	511973	SCEx04H7	GERFW552-13	KM286470	ZFMK
ZFMK-ICH-58482	511974	SCEx04H8	GERFW553-13	KM286697	ZFMK
ZFMK-ICH-58483	511975	SCEx04H9	GERFW554-13	KM286475	ZFMK
ZFMK-ICH-57009	511987	SExS01A10	GERFW556-13	KM286900	ZFMK
ZFMK-ICH-57010	511988	SExS01A11	GERFW557-13	KM286901	ZFMK
ZFMK-ICH-57011	511989	SExS01A12	GERFW558-13	KM286902	ZFMK
ZFMK-ICH-57001	511979	SExS01A2	GERFW559-13	KM286903	ZFMK
ZFMK-ICH-57002	511980	SExS01A3	GERFW560-13	KM286904	ZFMK
ZFMK-ICH-57003	511981	SExS01A4	GERFW561-13	KM286905	ZFMK
ZFMK-ICH-57004	511982	SExS01A5	GERFW562-13	KM286906	ZFMK
ZFMK-ICH-57005	511983	SExS01A6	GERFW563-13	KM286907	ZFMK
ZFMK-ICH-57006	511984	SExS01A7	GERFW564-13	KM286908	ZFMK
ZFMK-ICH-57007	511985	SExS01A8	GERFW565-13	KM286909	ZFMK
ZFMK-ICH-57008	511986	SExS01A9	GERFW566-13	KM286910	ZFMK
ZFMK-ICH-57012	511990	SExS01B1	GERFW567-13	KM286911	ZFMK
ZFMK-ICH-57021	511999	SExS01B10	GERFW568-13	KM286912	ZFMK
ZFMK-ICH-57022	512000	SExS01B11	GERFW569-13	KM286913	ZFMK
ZFMK-ICH-57023	512001	SExS01B12	GERFW570-13	KM286914	ZFMK
ZFMK-ICH-57013	511991	SExS01B2	GERFW571-13	KM286915	ZFMK
ZFMK-ICH-57014	511992	SExS01B3	GERFW572-13	KM286916	ZFMK
ZFMK-ICH-57015	511993	SExS01B4	GERFW573-13	KM286917	ZFMK
ZFMK-ICH-57016	511994	SExS01B5	GERFW574-13	KM286918	ZFMK
ZFMK-ICH-57017	511995	SExS01B6	GERFW575-13	KM286919	ZFMK
ZFMK-ICH-57018	511996	SExS01B7	GERFW576-13	KM286920	ZFMK
ZFMK-ICH-57019	511997	SExS01B8	GERFW577-13	KM286921	ZFMK
ZFMK-ICH-57020	511998	SExS01B9	GERFW578-13	KM286922	ZFMK
ZFMK-ICH-57024	512002	SExS01C1	GERFW579-13	KM286923	ZFMK
ZFMK-ICH-57033	512011	SExS01C10	GERFW580-13	KM286924	ZFMK
ZFMK-ICH-57034	512012	SExS01C11	GERFW581-13	KM286925	ZFMK
ZFMK-ICH-57035	512013	SExS01C12	GERFW582-13	KM286926	ZFMK
ZFMK-ICH-57025	512003	SExS01C2	GERFW583-13	KM286927	ZFMK
ZFMK-ICH-57026	512004	SExS01C3	GERFW584-13	KM286928	ZFMK
ZFMK-ICH-57027	512005	SExS01C4	GERFW585-13	KM286929	ZFMK
ZFMK-ICH-57028	512006	SExS01C5	GERFW586-13	KM286930	ZFMK
ZFMK-ICH-57029	512007	SExS01C6	GERFW587-13	KM286931	ZFMK
ZFMK-ICH-57030	512008	SExS01C7	GERFW588-13	KM286932	ZFMK
ZFMK-ICH-57031	512009	SExS01C8	GERFW589-13	KM286933	ZFMK
ZFMK-ICH-57032	512010	SExS01C9	GERFW590-13	KM286934	ZFMK
ZFMK-ICH-57036	512014	SExS01D1	GERFW591-13	KM286803	ZFMK
ZFMK-ICH-57045	512023	SExS01D10	GERFW592-13	KM286936	ZFMK
ZFMK-ICH-57046	512024	SExS01D11	GERFW593-13	KM286937	ZFMK
ZFMK-ICH-57047	512025	SExS01D12	GERFW594-13	KM286938	ZFMK
ZFMK-ICH-57037	512015	SExS01D2	GERFW595-13	KM286939	ZFMK
ZFMK-ICH-57038	512016	SExS01D3	GERFW596-13	KM286940	ZFMK
ZFMK-ICH-57039	512017	SExS01D4	GERFW597-13	KM286941	ZFMK
ZFMK-ICH-57040	512018	SExS01D5	GERFW598-13	KM286942	ZFMK
ZFMK-ICH-57041	512019	SExS01D6	GERFW599-13	KM286943	ZFMK
ZFMK-ICH-57042	512020	SExS01D7	GERFW600-13	KM286944	ZFMK
ZFMK-ICH-57043	512021	SExS01D8	GERFW601-13	KM286945	ZFMK
ZFMK-ICH-57044	512022	SExS01D9	GERFW602-13	KM286946	ZFMK
ZFMK-ICH-57048	512026	SExS01E1	GERFW603-13	KM286947	ZFMK
ZFMK-ICH-57057	512035	SExS01E10	GERFW604-13	KM286948	ZFMK
ZFMK-ICH-57058	512036	SExS01E11	GERFW605-13	KM286949	ZFMK
ZFMK-ICH-57059	512037	SExS01E12	GERFW606-13	KM286950	ZFMK
ZFMK-ICH-57049	512027	SExS01E2	GERFW607-13	KM286951	ZFMK
ZFMK-ICH-57050	512028	SExS01E3	GERFW608-13	KM286952	ZFMK
ZFMK-ICH-57051	512029	SExS01E4	GERFW609-13	KM286953	ZFMK
ZFMK-ICH-57052	512030	SExS01E5	GERFW610-13	KM286954	ZFMK
ZFMK-ICH-57053	512031	SExS01E6	GERFW611-13	KM286955	ZFMK
ZFMK-ICH-57054	512032	SExS01E7	GERFW612-13	KM286956	ZFMK
ZFMK-ICH-57055	512033	SExS01E8	GERFW613-13	KM286957	ZFMK
ZFMK-ICH-57056	512034	SExS01E9	GERFW614-13	KM286958	ZFMK
ZFMK-ICH-57060	512038	SExS01F1	GERFW615-13	KM286959	ZFMK
ZFMK-ICH-57069	512047	SExS01F10	GERFW616-13	KM286960	ZFMK
ZFMK-ICH-57070	512048	SExS01F11	GERFW617-13	KM286961	ZFMK
ZFMK-ICH-57072	512049	SExS01F12	GERFW618-13	KM286962	ZFMK
ZFMK-ICH-57061	512039	SExS01F2	GERFW619-13	KM286963	ZFMK
ZFMK-ICH-57062	512040	SExS01F3	GERFW620-13	KM286964	ZFMK
ZFMK-ICH-57063	512041	SExS01F4	GERFW621-13	KM286965	ZFMK
ZFMK-ICH-57064	512042	SExS01F5	GERFW622-13	KM286966	ZFMK
ZFMK-ICH-57065	512043	SExS01F6	GERFW623-13	KM286967	ZFMK
ZFMK-ICH-57066	512044	SExS01F7	GERFW624-13	KM286968	ZFMK
ZFMK-ICH-57067	512045	SExS01F8	GERFW625-13	KM286969	ZFMK
ZFMK-ICH-57068	512046	SExS01F9	GERFW626-13	KM286970	ZFMK
ZFMK-ICH-57071	512050	SExS01G1	GERFW627-13	KM286971	ZFMK
ZFMK-ICH-57081	512059	SExS01G10	GERFW628-13	KM286972	ZFMK
ZFMK-ICH-57082	512060	SExS01G11	GERFW629-13	KM286973	ZFMK
ZFMK-ICH-57083	512061	SExS01G12	GERFW630-13	KM286974	ZFMK
ZFMK-ICH-57073	512051	SExS01G2	GERFW631-13	KM286975	ZFMK
ZFMK-ICH-57074	512052	SExS01G3	GERFW632-13	KM286976	ZFMK
ZFMK-ICH-57075	512053	SExS01G4	GERFW633-13	KM286977	ZFMK
ZFMK-ICH-57076	512054	SExS01G5	GERFW634-13	KM286978	ZFMK
ZFMK-ICH-57077	512055	SExS01G6	GERFW635-13	KM286979	ZFMK
ZFMK-ICH-57078	512056	SExS01G7	GERFW636-13	KM286980	ZFMK
ZFMK-ICH-57079	512057	SExS01G8	GERFW637-13	KM286981	ZFMK
ZFMK-ICH-57080	512058	SExS01G9	GERFW638-13	KM286982	ZFMK
ZFMK-ICH-57084	512062	SExS01H1	GERFW639-13	KM286983	ZFMK
ZFMK-ICH-57093	512071	SExS01H10	GERFW640-13	KM286984	ZFMK
ZFMK-ICH-57094	512072	SExS01H11	GERFW641-13	KM286985	ZFMK
ZFMK-ICH-57085	512063	SExS01H2	GERFW642-13	KM287174	ZFMK
ZFMK-ICH-57086	512064	SExS01H3	GERFW643-13	KM286986	ZFMK
ZFMK-ICH-57087	512065	SExS01H4	GERFW644-13	KM286987	ZFMK
ZFMK-ICH-57088	512066	SExS01H5	GERFW645-13	KM286988	ZFMK
ZFMK-ICH-57089	512067	SExS01H6	GERFW646-13	KM286989	ZFMK
ZFMK-ICH-57090	512068	SExS01H7	GERFW647-13	KM286990	ZFMK
ZFMK-ICH-57091	512069	SExS01H8	GERFW648-13	KM286991	ZFMK
ZFMK-ICH-57092	512070	SExS01H9	GERFW649-13	KM286992	ZFMK
ZFMK-ICH-57095	512073	SExS02A1	GERFW650-13	KM286993	ZFMK
ZFMK-ICH-57104	512082	SExS02A10	GERFW651-13	KM286994	ZFMK
ZFMK-ICH-57105	512083	SExS02A11	GERFW652-13	KM286995	ZFMK
ZFMK-ICH-57106	512084	SExS02A12	GERFW653-13	KM286996	ZFMK
ZFMK-ICH-57096	512074	SExS02A2	GERFW654-13	KM286997	ZFMK
ZFMK-ICH-57097	512075	SExS02A3	GERFW655-13	KM286998	ZFMK
ZFMK-ICH-57098	512076	SExS02A4	GERFW656-13	KM286999	ZFMK
ZFMK-ICH-57099	512077	SExS02A5	GERFW657-13	KM287000	ZFMK
ZFMK-ICH-57100	512078	SExS02A6	GERFW658-13	KM287001	ZFMK
ZFMK-ICH-57101	512079	SExS02A7	GERFW659-13	KM287002	ZFMK
ZFMK-ICH-57102	512080	SExS02A8	GERFW660-13	KM287003	ZFMK
ZFMK-ICH-57103	512081	SExS02A9	GERFW661-13	KM287004	ZFMK
ZFMK-ICH-57107	512085	SExS02B1	GERFW662-13	KM287005	ZFMK
ZFMK-ICH-57125	512094	SExS02B10	GERFW663-13	KM287006	ZFMK
ZFMK-ICH-57126	512095	SExS02B11	GERFW664-13	KM287007	ZFMK
ZFMK-ICH-57127	512096	SExS02B12	GERFW665-13	KM287008	ZFMK
ZFMK-ICH-57108	512086	SExS02B2	GERFW666-13	KM287009	ZFMK
ZFMK-ICH-57109	512087	SExS02B3	GERFW667-13	KM287010	ZFMK
ZFMK-ICH-57110	512088	SExS02B4	GERFW668-13	KM287011	ZFMK
ZFMK-ICH-57111	512089	SExS02B5	GERFW669-13	KM287012	ZFMK
ZFMK-ICH-57112	512090	SExS02B6	GERFW670-13	KM287013	ZFMK
ZFMK-ICH-57113	512091	SExS02B7	GERFW671-13	KM287014	ZFMK
ZFMK-ICH-57114	512092	SExS02B8	GERFW672-13	KM287015	ZFMK
ZFMK-ICH-57124	512093	SExS02B9	GERFW673-13	KM287016	ZFMK
ZFMK-ICH-57128	512097	SExS02C1	GERFW674-13	KM287017	ZFMK
ZFMK-ICH-57137	512106	SExS02C10	GERFW675-13	KM287018	ZFMK
ZFMK-ICH-57138	512107	SExS02C11	GERFW676-13	KM287019	ZFMK
ZFMK-ICH-57139	512108	SExS02C12	GERFW677-13	KM287020	ZFMK
ZFMK-ICH-57129	512098	SExS02C2	GERFW678-13	KM287021	ZFMK
ZFMK-ICH-57130	512099	SExS02C3	GERFW679-13	KM287022	ZFMK
ZFMK-ICH-57131	512100	SExS02C4	GERFW680-13	KM287023	ZFMK
ZFMK-ICH-57132	512101	SExS02C5	GERFW681-13	KM287024	ZFMK
ZFMK-ICH-57133	512102	SExS02C6	GERFW682-13	KM287025	ZFMK
ZFMK-ICH-57134	512103	SExS02C7	GERFW683-13	KM287026	ZFMK
ZFMK-ICH-57135	512104	SExS02C8	GERFW684-13	KM286935	ZFMK
ZFMK-ICH-57136	512105	SExS02C9	GERFW685-13	KM286804	ZFMK
ZFMK-ICH-57140	512109	SExS02D1	GERFW686-13	KM286805	ZFMK
ZFMK-ICH-57142	512111	SExS02D3	GERFW687-13	KM286806	ZFMK
ZFMK-ICH-57143	512112	SExS02D4	GERFW688-13	KM286807	ZFMK
ZFMK-ICH-57144	512113	SExS02D5	GERFW689-13	KM286808	ZFMK
ZFMK-ICH-57145	512114	SExS02D6	GERFW690-13	KM286809	ZFMK
ZFMK-ICH-57146	512115	SExS02D7	GERFW691-13	KM286810	ZFMK
FSJF	512145	SExS02G1	GERFW692-13	KM287128	ZFMK
ZFMK-ICH-50143	512157	SExS02H1	GERFW693-13	KM287176	ZFMK
ZFMK-ICH-50144	512158	SExS02H2	GERFW694-13	KM287175	ZFMK
ZFMK-ICH-57147	512168	SExS03A1	GERFW695-13	KM286811	ZFMK
ZFMK-ICH-57156	512177	SExS03A10	GERFW696-13	KM286812	ZFMK
ZFMK-ICH-57157	512178	SExS03A11	GERFW697-13	KM286813	ZFMK
ZFMK-ICH-57158	512179	SExS03A12	GERFW698-13	KM286814	ZFMK
ZFMK-ICH-57148	512169	SExS03A2	GERFW699-13	KM286815	ZFMK
ZFMK-ICH-57149	512170	SExS03A3	GERFW700-13	KM286816	ZFMK
ZFMK-ICH-57150	512171	SExS03A4	GERFW701-13	KM286817	ZFMK
ZFMK-ICH-57151	512172	SExS03A5	GERFW702-13	KM286818	ZFMK
ZFMK-ICH-57152	512173	SExS03A6	GERFW703-13	KM286819	ZFMK
ZFMK-ICH-57153	512174	SExS03A7	GERFW704-13	KM286820	ZFMK
ZFMK-ICH-57154	512175	SExS03A8	GERFW705-13	KM286821	ZFMK
ZFMK-ICH-57155	512176	SExS03A9	GERFW706-13	KM286822	ZFMK
ZFMK-ICH-57159	512180	SExS03B1	GERFW707-13	KM286823	ZFMK
ZFMK-ICH-57168	512189	SExS03B10	GERFW708-13	KM286824	ZFMK
ZFMK-ICH-57169	512190	SExS03B11	GERFW709-13	KM286825	ZFMK
ZFMK-ICH-57170	512191	SExS03B12	GERFW710-13	KM286826	ZFMK
ZFMK-ICH-57160	512181	SExS03B2	GERFW711-13	KM286827	ZFMK
ZFMK-ICH-57161	512182	SExS03B3	GERFW712-13	KM286828	ZFMK
ZFMK-ICH-57162	512183	SExS03B4	GERFW713-13	KM286829	ZFMK
ZFMK-ICH-57163	512184	SExS03B5	GERFW714-13	KM286830	ZFMK
ZFMK-ICH-57164	512185	SExS03B6	GERFW715-13	KM286831	ZFMK
ZFMK-ICH-57165	512186	SExS03B7	GERFW716-13	KM286832	ZFMK
ZFMK-ICH-57167	512188	SExS03B9	GERFW718-13	KM286834	ZFMK
ZFMK-ICH-57171	512192	SExS03C1	GERFW719-13	KM286835	ZFMK
ZFMK-ICH-57180	512201	SExS03C10	GERFW720-13	KM286836	ZFMK
ZFMK-ICH-57181	512202	SExS03C11	GERFW721-13	KM286837	ZFMK
ZFMK-ICH-57182	512203	SExS03C12	GERFW722-13	KM286838	ZFMK
ZFMK-ICH-57172	512193	SExS03C2	GERFW723-13	KM286839	ZFMK
ZFMK-ICH-57173	512194	SExS03C3	GERFW724-13	KM286840	ZFMK
ZFMK-ICH-57174	512195	SExS03C4	GERFW725-13	KM286841	ZFMK
ZFMK-ICH-57176	512197	SExS03C6	GERFW726-13	KM286842	ZFMK
ZFMK-ICH-57177	512198	SExS03C7	GERFW727-13	KM286843	ZFMK
ZFMK-ICH-57178	512199	SExS03C8	GERFW728-13	KM286844	ZFMK
ZFMK-ICH-57179	512200	SExS03C9	GERFW729-13	KM286845	ZFMK
ZFMK-ICH-57183	512204	SExS03D1	GERFW730-13	KM286846	ZFMK
ZFMK-ICH-57192	512213	SExS03D10	GERFW731-13	KM286847	ZFMK
ZFMK-ICH-57193	512214	SExS03D11	GERFW732-13	KM286848	ZFMK
ZFMK-ICH-57194	512215	SExS03D12	GERFW733-13	KM286849	ZFMK
ZFMK-ICH-57184	512205	SExS03D2	GERFW734-13	KM286850	ZFMK
ZFMK-ICH-57185	512206	SExS03D3	GERFW735-13	KM286851	ZFMK
ZFMK-ICH-57186	512207	SExS03D4	GERFW736-13	KM286852	ZFMK
ZFMK-ICH-57187	512208	SExS03D5	GERFW737-13	KM286853	ZFMK
ZFMK-ICH-57188	512209	SExS03D6	GERFW738-13	KM286854	ZFMK
ZFMK-ICH-57189	512210	SExS03D7	GERFW739-13	KM286855	ZFMK
ZFMK-ICH-57190	512211	SExS03D8	GERFW740-13	KM286856	ZFMK
ZFMK-ICH-57191	512212	SExS03D9	GERFW741-13	KM286857	ZFMK
ZFMK-ICH-57195	512216	SExS03E1	GERFW742-13	KM286858	ZFMK
ZFMK-ICH-649	512226	SExS03E11	GERFW743-13	KM286859	ZFMK
ZFMK-ICH-650	512227	SExS03E12	GERFW744-13	KM286860	ZFMK
ZFMK-ICH-57196	512217	SExS03E2	GERFW745-13	KM286861	ZFMK
ZFMK-ICH-57197	512218	SExS03E3	GERFW746-13	KM286862	ZFMK
ZFMK-ICH-57198	512219	SExS03E4	GERFW747-13	KM286863	ZFMK
ZFMK-ICH-57199	512220	SExS03E5	GERFW748-13	KM286864	ZFMK
ZFMK-ICH-57200	512221	SExS03E6	GERFW749-13	KM286865	ZFMK
ZFMK-ICH-57201	512222	SExS03E7	GERFW750-13	KM286866	ZFMK
ZFMK-ICH-57202	512223	SExS03E8	GERFW751-13	KM286867	ZFMK
