Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr01413		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Catania, Sicilia													surface algae	surface algae	31.iii.2015
ZFMK Cr01414		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae	red algae	31.iii.2015
ZFMK Cr01415		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Laminaria, Cystoseira	Laminaria, Cystoseira	31.iii.2015
ZFMK Cr01416		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Isola Lachea, Catania, Sicilia													algae	algae	31.iii.2015
ZFMK Cr01417		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													surface Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01418		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Capo Mulini, Catania, Sicilia													algae	algae	31.iii.2015
ZFMK Cr01419		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Pantelleria													surface		31.iii.2015
ZFMK Cr01420		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Trottoir		31.iii.2015
ZFMK Cr01421		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01422		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Rovinj													algae	algae	31.iii.2015
ZFMK Cr01423		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, G. v. Napoli															31.iii.2015
ZFMK Cr01424		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, G. v. Napoli													sponges	sponges	31.iii.2015
ZFMK Cr01425		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Secca, G.v. Napoli									26.viii.1970				Corallina, coarse sand	Corallina	31.iii.2015
ZFMK Cr01426		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Pt., Golf v. Napoli													hydroids, sponges	hydroids, sponges	31.iii.2015
ZFMK Cr01427		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Capo Mulini, Catania, Sicilia													algae	algae	31.iii.2015
ZFMK Cr01428		Amphipoda	Leucothoidae	Leucothoe	richiardii	Lesson	1865	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01429		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, G. v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01430		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli													sand + algae	sand + algae	31.iii.2015
ZFMK Cr01431		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Cystoseira, Sargassum,	Cystoseira, Sargassum,	31.iii.2015
ZFMK Cr01432		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli									26.vi.1969				algae, sand, shells	algae	31.iii.2015
ZFMK Cr01433		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01434		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													green algae	green algae	31.iii.2015
ZFMK Cr01435		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Pantelleria									1970				algae	algae	31.iii.2015
ZFMK Cr01436		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01437		Amphipoda	Leucothoidae	Leucothoe	oboa	Karaman	1971	Krapp, T.			Mediterranea									17.i.1970				mud		31.iii.2015
ZFMK Cr01438		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Procida, G. v. Napoli									29.ix.1971				Microcosmos	Microcosmos	31.iii.2015
ZFMK Cr01439		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Pt. Pizzaco, G.v. Napoli									29.ix.1971				algae	algae	31.iii.2015
ZFMK Cr01440		Amphipoda	Leucothoidae	Leucothoe	oboa	Karaman	1971	Krapp, T.		Italy	Ischia, Golf v. Napoli													mud		31.iii.2015
ZFMK Cr01441		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli									4.xii.1971				Microcosmos	Microcosmos	31.iii.2015
ZFMK Cr01442		Amphipoda	Leucothoidae	Leucothoe	occulta	Krapp-Schickel	1975	Krapp, T.		Italy	Ischia, G. v. Napoli													sand		31.iii.2015
ZFMK Cr01443		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Isola Lachea, Catania, Sicilia									13.x.1973				sand		31.iii.2015
ZFMK Cr01444		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Catania, Sicilia													Cystoseira fucoides	Cystoseira fucoides	31.iii.2015
ZFMK Cr01445		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.			Mediterranea									27.x.1970				sponges	sponges	31.iii.2015
ZFMK Cr01446		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Turkey	Izmir									26.vi.1969						31.iii.2015
ZFMK Cr01447		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Capo Mulini, Catania, Sicilia													algae	algae	31.iii.2015
ZFMK Cr01448		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ischia, Pt., Golf v. Napoli									29.ix.1971				algae	algae	31.iii.2015
ZFMK Cr01449		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Ganzirri, Messina, Sicilia									26.vi.1969				algae	algae	31.iii.2015
ZFMK Cr01450		Amphipoda	Leucothoidae	Leucothoe	richiardii	Lesson	1865	Krapp, T.		Italy	NW Sardinia								3					Posidonia	Posidonia	31.iii.2015
ZFMK Cr01451		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Ischia, G. v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01452		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien								7					Verongia	Verongia	31.iii.2015
ZFMK Cr01453		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli													shell		31.iii.2015
ZFMK Cr01454		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Catania, Sicilia													Cystoseira fucoides	Cystoseira fucoides	31.iii.2015
ZFMK Cr01455		Amphipoda	Leucothoidae	Leucothoe	richiardii	Lesson	1865	Krapp, T.		Italy	Pt. Pizzaco, G.v. Napoli								6-10					Interstitium + Aufwuchs	Interstitium	31.iii.2015
ZFMK Cr01456		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli													Corallina	Corallina	31.iii.2015
ZFMK Cr01457		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	NW Sardinia													wall of cave		31.iii.2015
ZFMK Cr01458		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	NW Sardinia													wall of cave		31.iii.2015
ZFMK Cr01459		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Catania, Sicilia								35					sand		31.iii.2015
ZFMK Cr01460		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, G. v. Napoli															31.iii.2015
ZFMK Cr01461		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, P., G.v. Napoli													Posidonia, fine sediment	Posidonia	31.iii.2015
ZFMK Cr01462		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, Maronti, G.v. Napoli													sand		31.iii.2015
ZFMK Cr01463		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Catania, Sicilia								5	x.1970				algae	algae	31.iii.2015
ZFMK Cr01464		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, Spiaggia d. Inglesi, G. v. Napoli													coarse sand		31.iii.2015
ZFMK Cr01465		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, Spiaggia d. Inglesi, G. v. Napoli													coarse sand		31.iii.2015
ZFMK Cr01466		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, G. v. Napoli													coarse sand		31.iii.2015
ZFMK Cr01467		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Ischia, G. v. Napoli													Corallina, coarse sand	Corallina	31.iii.2015
ZFMK Cr01468		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Taranto, Mar Piccoli													sand		31.iii.2015
ZFMK Cr01469		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	NW Sardinia													wall of cave		31.iii.2015
ZFMK Cr01470		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, Secca, G.v. Napoli								30					Grobsand + Corallina	Corallina	31.iii.2015
ZFMK Cr01471		Amphipoda	Leucothoidae	Leucothoe	euryonyx	Walker	1901	Krapp, T.		Italy	Ischia-Porto, Golf v. Napoli													algae	algae	31.iii.2015
ZFMK Cr01472		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, G. v. Napoli													sand + detritus, Amphioxus		31.iii.2015
ZFMK Cr01473		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, G. v. Napoli													medium coarse sand		31.iii.2015
ZFMK Cr01474		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789	Krapp, T.		Italy	NW Sardinia															31.iii.2015
ZFMK Cr01475		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, G. v. Napoli													Posidonia, fine sand	Posidonia	31.iii.2015
ZFMK Cr01476		Amphipoda	Leucothoidae	Leucothoe	pachycera	Della Valle	1893	Krapp, T.		Italy	Ischia, Spiaggia d. Inglesi, G. v. Napoli													Grobsand vor Höhle		31.iii.2015
ZFMK Cr01477																										31.iii.2015
ZFMK Cr01478																										31.iii.2015
ZFMK Cr01479																										31.iii.2015
ZFMK Cr01480																										31.iii.2015
ZFMK Cr01481																										31.iii.2015
ZFMK Cr01482																										31.iii.2015
ZFMK Cr01483																										31.iii.2015
ZFMK Cr01484																										31.iii.2015
ZFMK Cr01485																										31.iii.2015
ZFMK Cr01486																										31.iii.2015
ZFMK Cr01487																										31.iii.2015
ZFMK Cr01488																										31.iii.2015
ZFMK Cr01489																										31.iii.2015
ZFMK Cr01490																										31.iii.2015
ZFMK Cr01491																										31.iii.2015
ZFMK Cr01492																										31.iii.2015
ZFMK Cr01493																										31.iii.2015
ZFMK Cr01494																										31.iii.2015
ZFMK Cr01495																										31.iii.2015
ZFMK Cr01496																										31.iii.2015
ZFMK Cr01497																										31.iii.2015
ZFMK Cr01498																										31.iii.2015
ZFMK Cr01499																										31.iii.2015
ZFMK Cr01500																										31.iii.2015
ZFMK Cr01501																										31.iii.2015
ZFMK Cr01502																										31.iii.2015
ZFMK Cr01503																										31.iii.2015
ZFMK Cr01504																										31.iii.2015
ZFMK Cr01505																										31.iii.2015
ZFMK Cr01506																										31.iii.2015
ZFMK Cr01507																										31.iii.2015
ZFMK Cr01508																										31.iii.2015
ZFMK Cr01509																										31.iii.2015
ZFMK Cr01510																										31.iii.2015
ZFMK Cr01511																										31.iii.2015
ZFMK Cr01512																										31.iii.2015
ZFMK Cr01513																										31.iii.2015
ZFMK Cr01514																										31.iii.2015
ZFMK Cr01515																										31.iii.2015
ZFMK Cr01516																										31.iii.2015
ZFMK Cr01517																										31.iii.2015
ZFMK Cr01518																										31.iii.2015
ZFMK Cr01519																										31.iii.2015
ZFMK Cr01520																										31.iii.2015
ZFMK Cr01521																										31.iii.2015
ZFMK Cr01522																										31.iii.2015
ZFMK Cr01523																										31.iii.2015
ZFMK Cr01524																										31.iii.2015
ZFMK Cr01525																										31.iii.2015
ZFMK Cr01526																										31.iii.2015
ZFMK Cr01527																										31.iii.2015
ZFMK Cr01528																										31.iii.2015
ZFMK Cr01529																										31.iii.2015
ZFMK Cr01530																										31.iii.2015
ZFMK Cr01531																										31.iii.2015
ZFMK Cr01532																										31.iii.2015
ZFMK Cr01533																										31.iii.2015
ZFMK Cr01534																										31.iii.2015
ZFMK Cr01535																										31.iii.2015
ZFMK Cr01536																										31.iii.2015
ZFMK Cr01537																										31.iii.2015
ZFMK Cr01538																										31.iii.2015
ZFMK Cr01539																										31.iii.2015
ZFMK Cr01540																										31.iii.2015
ZFMK Cr01541																										31.iii.2015
ZFMK Cr01542																										31.iii.2015
ZFMK Cr01543																										31.iii.2015
ZFMK Cr01544																										31.iii.2015
ZFMK Cr01545																										31.iii.2015
ZFMK Cr01546																										31.iii.2015
ZFMK Cr01547																										31.iii.2015
ZFMK Cr01548																										31.iii.2015
ZFMK Cr01549																										31.iii.2015
ZFMK Cr01550																										31.iii.2015
ZFMK Cr01551																										31.iii.2015
ZFMK Cr01552																										31.iii.2015
ZFMK Cr01553																										31.iii.2015
ZFMK Cr01554																										31.iii.2015
ZFMK Cr01555																										31.iii.2015
ZFMK Cr01556																										31.iii.2015
ZFMK Cr01557																										31.iii.2015
ZFMK Cr01558																										31.iii.2015
ZFMK Cr01559																										31.iii.2015
ZFMK Cr01560																										31.iii.2015
ZFMK Cr01561																										31.iii.2015
ZFMK Cr01562																										31.iii.2015
ZFMK Cr01563																										31.iii.2015
ZFMK Cr01564																										31.iii.2015
ZFMK Cr01565																										31.iii.2015
ZFMK Cr01566																										31.iii.2015
ZFMK Cr01567																										31.iii.2015
ZFMK Cr01568																										31.iii.2015
ZFMK Cr01569																										31.iii.2015
ZFMK Cr01570																										31.iii.2015
ZFMK Cr01571																										31.iii.2015
ZFMK Cr01572																										31.iii.2015
ZFMK Cr01573																										31.iii.2015
ZFMK Cr01574																										31.iii.2015
ZFMK Cr01575																										31.iii.2015
ZFMK Cr01576																										31.iii.2015
ZFMK Cr01577																										31.iii.2015
ZFMK Cr01578																										31.iii.2015
ZFMK Cr01579																										31.iii.2015
ZFMK Cr01580																										31.iii.2015
ZFMK Cr01581																										31.iii.2015
ZFMK Cr01582																										31.iii.2015
ZFMK Cr01583																										31.iii.2015
ZFMK Cr01584																										31.iii.2015
ZFMK Cr01585																										31.iii.2015
ZFMK Cr01586																										31.iii.2015
ZFMK Cr01587																										31.iii.2015
ZFMK Cr01588																										31.iii.2015
ZFMK Cr01589																										31.iii.2015
ZFMK Cr01590																										31.iii.2015
ZFMK Cr01591																										31.iii.2015
ZFMK Cr01592																										31.iii.2015
ZFMK Cr01593																										31.iii.2015
ZFMK Cr01594																										31.iii.2015
ZFMK Cr01595																										31.iii.2015
ZFMK Cr01596																										31.iii.2015
ZFMK Cr01597																										31.iii.2015
ZFMK Cr01598																										31.iii.2015
ZFMK Cr01599																										31.iii.2015
ZFMK Cr01600																										31.iii.2015
ZFMK Cr01601																										31.iii.2015
ZFMK Cr01602																										31.iii.2015
ZFMK Cr01603																										31.iii.2015
ZFMK Cr01604																										31.iii.2015
ZFMK Cr01605																										31.iii.2015
ZFMK Cr01606																										31.iii.2015
ZFMK Cr01607																										31.iii.2015
ZFMK Cr01608																										31.iii.2015
ZFMK Cr01609																										31.iii.2015
ZFMK Cr01610																										31.iii.2015
ZFMK Cr01611																										31.iii.2015
ZFMK Cr01612																										31.iii.2015
ZFMK Cr01613																										31.iii.2015
ZFMK Cr01614																										31.iii.2015
ZFMK Cr01615																										31.iii.2015
ZFMK Cr01616																										31.iii.2015
ZFMK Cr01617																										31.iii.2015
ZFMK Cr01618																										31.iii.2015
ZFMK Cr01619																										31.iii.2015
ZFMK Cr01620																										31.iii.2015
ZFMK Cr01621																										31.iii.2015
ZFMK Cr01622																										31.iii.2015
ZFMK Cr01623																										31.iii.2015
ZFMK Cr01624																										31.iii.2015
ZFMK Cr01625																										31.iii.2015
ZFMK Cr01626																										31.iii.2015
ZFMK Cr01627																										31.iii.2015
ZFMK Cr01628																										31.iii.2015
ZFMK Cr01629																										31.iii.2015
ZFMK Cr01630																										31.iii.2015
ZFMK Cr01631																										31.iii.2015
ZFMK Cr01632																										31.iii.2015
ZFMK Cr01633																										31.iii.2015
ZFMK Cr01634																										31.iii.2015
ZFMK Cr01635																										31.iii.2015
ZFMK Cr01636																										31.iii.2015
ZFMK Cr01637																										31.iii.2015
ZFMK Cr01638																										31.iii.2015
ZFMK Cr01639																										31.iii.2015
ZFMK Cr01640																										31.iii.2015
ZFMK Cr01641																										31.iii.2015
ZFMK Cr01642																										31.iii.2015
ZFMK Cr01643																										31.iii.2015
ZFMK Cr01644																										31.iii.2015
ZFMK Cr01645																										31.iii.2015
ZFMK Cr01646																										31.iii.2015
ZFMK Cr01647																										31.iii.2015
ZFMK Cr01648																										31.iii.2015
ZFMK Cr01649																										31.iii.2015
ZFMK Cr01650																										31.iii.2015
ZFMK Cr01651																										31.iii.2015
ZFMK Cr01652																										31.iii.2015
ZFMK Cr01653																										31.iii.2015
ZFMK Cr01654																										31.iii.2015
ZFMK Cr01655																										31.iii.2015
ZFMK Cr01656																										31.iii.2015
ZFMK Cr01657																										31.iii.2015
ZFMK Cr01658																										31.iii.2015
ZFMK Cr01659																										31.iii.2015
ZFMK Cr01660																										31.iii.2015
ZFMK Cr01661																										31.iii.2015
ZFMK Cr01662																										31.iii.2015
ZFMK Cr01663																										31.iii.2015
ZFMK Cr01664																										31.iii.2015
ZFMK Cr01665																										31.iii.2015
ZFMK Cr01666																										31.iii.2015
ZFMK Cr01667																										31.iii.2015
ZFMK Cr01668																										31.iii.2015
ZFMK Cr01669																										31.iii.2015
ZFMK Cr01670																										31.iii.2015
ZFMK Cr01671																										31.iii.2015
ZFMK Cr01672																										31.iii.2015
ZFMK Cr01673																										31.iii.2015
ZFMK Cr01674																										31.iii.2015
ZFMK Cr01675																										31.iii.2015
ZFMK Cr01676																										31.iii.2015
ZFMK Cr01677																										31.iii.2015
ZFMK Cr01678																										31.iii.2015
ZFMK Cr01679																										31.iii.2015
ZFMK Cr01680																										31.iii.2015
ZFMK Cr01681																										31.iii.2015
ZFMK Cr01682																										31.iii.2015
ZFMK Cr01683																										31.iii.2015
ZFMK Cr01684																										31.iii.2015
ZFMK Cr01685																										31.iii.2015
ZFMK Cr01686																										31.iii.2015
ZFMK Cr01687																										31.iii.2015
ZFMK Cr01688																										31.iii.2015
ZFMK Cr01689																										31.iii.2015
ZFMK Cr01690																										31.iii.2015
ZFMK Cr01691																										31.iii.2015
ZFMK Cr01692																										31.iii.2015
ZFMK Cr01693																										31.iii.2015
ZFMK Cr01694																										31.iii.2015
ZFMK Cr01695																										31.iii.2015
ZFMK Cr01696																										31.iii.2015
ZFMK Cr01697																										31.iii.2015
ZFMK Cr01698																										31.iii.2015
ZFMK Cr01699																										31.iii.2015
ZFMK Cr01700																										31.iii.2015
ZFMK Cr01701																										31.iii.2015
ZFMK Cr01702																										31.iii.2015
ZFMK Cr01703																										31.iii.2015
ZFMK Cr01704																										31.iii.2015
ZFMK Cr01705																										31.iii.2015
ZFMK Cr01706																										31.iii.2015
ZFMK Cr01707																										31.iii.2015
ZFMK Cr01708																										31.iii.2015
ZFMK Cr01709																										31.iii.2015
ZFMK Cr01710																										31.iii.2015
ZFMK Cr01711																										31.iii.2015
ZFMK Cr01712																										31.iii.2015
ZFMK Cr01713																										31.iii.2015
ZFMK Cr01714																										31.iii.2015
